Point,CPD (mV),WFRA (mV),WFDel (mV),Std WF,GD (au),Std GD,Z Height (um),User,Time(Secs),,
1928,-45.3,-44.1,-6.4,2.7,285.5,0.4,0.00,0.9,837.922,,
1929,-44.2,-44.7,-5.3,2.7,285.4,0.4,0.00,1.4,838.375,,
1930,-39.2,-42.9,-0.3,2.7,285.4,0.4,0.00,1.3,838.827,,
1931,-42.1,-41.8,-3.2,2.7,285.4,0.4,0.00,0.9,839.295,,
1932,-39.2,-40.2,-0.3,2.7,285.4,0.4,0.00,0.0,839.748,,
1933,-41.3,-40.9,-2.5,2.7,285.4,0.4,0.00,1.3,840.200,,
1934,-38.3,-39.6,0.5,2.7,285.3,0.4,0.00,1.3,840.652,,
1935,-39.9,-39.9,-1.1,2.7,285.4,0.4,0.00,0.8,841.105,,
1936,-42.9,-40.4,-4.1,2.7,285.5,0.4,0.00,1.3,841.557,,
1937,-38.7,-40.5,0.2,2.7,285.6,0.4,0.00,1.3,842.010,,
1938,-38.3,-40.0,0.5,2.7,285.4,0.4,0.00,1.3,842.446,,
1939,-42.7,-39.9,-3.9,2.7,285.6,0.4,0.00,1.3,842.883,,
1940,-39.0,-40.0,-0.1,2.7,285.6,0.4,0.00,1.3,843.320,,
1941,-41.5,-41.1,-2.6,2.7,285.5,0.4,0.00,1.3,843.757,,
1942,-39.9,-40.1,-1.1,2.7,285.4,0.4,0.00,1.3,844.194,,
1943,-41.9,-41.1,-3.0,2.7,285.5,0.4,0.00,1.0,844.646,,
1944,-43.1,-41.6,-4.3,2.7,285.5,0.4,0.00,1.3,845.098,,
1945,-43.6,-42.9,-4.8,2.7,285.5,0.4,0.00,1.4,845.551,,
1946,-41.2,-42.6,-2.3,2.7,285.5,0.4,0.00,1.3,845.988,,
1947,-43.8,-42.9,-5.0,2.7,285.4,0.4,0.00,1.3,846.424,,
1948,-44.9,-43.3,-6.1,2.7,285.4,0.4,0.00,1.2,846.877,,
1949,-41.5,-43.4,-2.7,2.7,285.5,0.4,0.00,0.8,847.329,,
1950,-40.8,-42.4,-2.0,2.7,285.4,0.4,0.00,1.4,847.782,,
1951,-44.5,-42.3,-5.7,2.7,285.5,0.4,0.00,1.3,848.218,,
1952,-42.1,-42.5,-3.2,2.7,285.3,0.4,0.00,1.4,848.655,,
1953,-43.8,-43.5,-5.0,2.7,285.5,0.4,0.00,1.3,849.092,,
1954,-43.5,-43.1,-4.6,2.7,285.4,0.4,0.00,1.3,849.544,,
1955,-40.1,-42.5,-1.2,2.7,285.4,0.4,0.00,1.2,849.981,,
1956,-39.9,-41.2,-1.1,2.7,285.4,0.4,0.00,0.9,850.434,,
1957,-38.7,-39.6,0.2,2.7,285.5,0.4,0.00,1.4,850.886,,
1958,-44.4,-41.0,-5.5,2.7,285.6,0.4,0.00,1.4,851.323,,
1959,-42.8,-41.9,-3.9,2.7,285.4,0.4,0.00,1.4,851.760,,
1960,-42.2,-43.1,-3.4,2.7,285.5,0.4,0.00,1.3,852.196,,
1961,-41.3,-42.1,-2.5,2.7,285.5,0.4,0.00,1.3,852.633,,
1962,-42.2,-41.9,-3.4,2.7,285.4,0.4,0.00,1.3,853.070,,
1963,-41.9,-41.8,-3.0,2.7,285.4,0.4,0.00,1.3,853.522,,
1964,-42.1,-42.1,-3.2,2.7,285.3,0.4,0.00,1.0,853.975,,
1965,-43.5,-42.5,-4.6,2.7,285.4,0.4,0.00,-0.1,854.427,,
1966,-41.5,-42.4,-2.6,2.7,285.6,0.4,0.00,1.3,854.864,,
1967,-38.7,-41.2,0.2,2.7,285.4,0.4,0.00,1.4,855.316,,
1968,-35.6,-38.6,3.2,2.7,285.4,0.4,0.00,1.3,855.753,,
1969,-40.6,-38.3,-1.8,2.7,285.5,0.4,0.00,1.3,856.190,,
1970,-40.1,-38.8,-1.2,2.7,285.5,0.4,0.00,1.3,856.627,,
1971,-42.9,-41.2,-4.1,2.7,285.5,0.4,0.00,1.3,857.064,,
1972,-46.2,-43.1,-7.3,2.7,285.3,0.4,0.00,1.3,857.500,,
1973,-42.8,-44.0,-3.9,2.7,285.5,0.4,0.00,1.2,857.937,,
1974,-38.3,-42.4,0.6,2.7,285.5,0.4,0.00,-0.4,858.405,,
1975,-40.8,-40.6,-2.0,2.7,285.1,0.4,0.00,1.4,858.842,,
1976,-44.4,-41.2,-5.5,2.7,285.4,0.4,0.00,1.4,859.279,,
1977,-41.5,-42.2,-2.7,2.7,285.5,0.4,0.00,1.3,859.716,,
1978,-30.3,-38.7,8.6,2.7,285.4,0.4,0.00,1.3,860.152,,
1979,-37.6,-36.5,1.2,2.7,285.3,0.4,0.00,1.3,860.589,,
1980,-42.1,-36.7,-3.2,2.7,285.4,0.4,0.00,1.3,861.042,,
1981,-43.7,-41.1,-4.8,2.7,285.4,0.4,0.00,1.3,861.478,,
1982,-44.4,-43.4,-5.5,2.7,285.5,0.4,0.00,1.3,861.915,,
1983,-45.8,-44.6,-6.9,2.7,285.6,0.4,0.00,0.8,862.368,,
1984,-37.1,-42.4,1.8,2.7,285.5,0.4,0.00,1.4,862.820,,
1985,-43.5,-42.1,-4.6,2.7,285.6,0.4,0.00,1.3,863.257,,
1986,-42.1,-40.9,-3.2,2.7,285.5,0.4,0.00,1.3,863.694,,
1987,-40.1,-41.9,-1.2,2.7,285.5,0.4,0.00,1.3,864.130,,
1988,-43.5,-41.9,-4.6,2.7,285.5,0.4,0.00,1.3,864.567,,
1989,-41.0,-41.5,-2.1,2.7,285.5,0.4,0.00,1.2,865.020,,
1990,-39.9,-41.5,-1.1,2.7,285.3,0.4,0.00,0.2,865.488,,
1991,-39.2,-40.0,-0.3,2.7,285.4,0.4,0.00,1.3,865.956,,
1992,-42.4,-40.5,-3.5,2.7,285.5,0.4,0.00,1.3,866.392,,
1993,-40.1,-40.6,-1.3,2.7,285.3,0.4,0.00,1.3,866.829,,
1994,-46.7,-43.1,-7.8,2.7,285.5,0.4,0.00,1.0,867.282,,
1995,-43.8,-43.5,-5.0,2.7,285.4,0.4,0.00,-0.2,867.734,,
1996,-39.2,-43.3,-0.4,2.7,285.3,0.4,0.00,1.3,868.186,,
1997,-39.0,-40.7,-0.2,2.7,285.4,0.4,0.00,1.3,868.639,,
1998,-44.7,-41.0,-5.9,2.7,285.4,0.4,0.00,1.0,869.091,,
1999,-39.2,-41.0,-0.3,2.7,285.5,0.4,0.00,-0.4,869.544,,
2000,-41.2,-41.7,-2.3,2.7,285.3,0.4,0.00,1.3,869.980,,
2001,-41.9,-40.8,-3.0,2.7,285.4,0.4,0.00,1.3,870.448,,
2002,-41.7,-41.6,-2.9,2.7,285.3,0.4,0.00,0.9,870.901,,
2003,-43.1,-42.2,-4.3,2.7,285.5,0.4,0.00,1.3,871.369,,
2004,-38.0,-40.9,0.9,2.7,285.4,0.4,0.00,1.3,871.821,,
2005,-41.0,-40.7,-2.1,2.7,285.3,0.4,0.00,0.9,872.274,,
2006,-37.2,-38.7,1.6,2.7,285.4,0.4,0.00,-0.2,872.726,,
2007,-41.7,-40.0,-2.8,2.7,285.4,0.4,0.00,-0.5,873.163,,
2008,-41.7,-40.2,-2.9,2.7,285.3,0.4,0.00,1.3,873.631,,
2009,-43.1,-42.2,-4.3,2.7,285.5,0.4,0.00,1.0,874.083,,
2010,-40.3,-41.7,-1.4,2.7,285.4,0.4,0.00,-0.5,874.536,,
2011,-38.5,-40.6,0.4,2.7,285.3,0.4,0.00,1.3,874.972,,
2012,-38.9,-39.2,0.0,2.7,285.3,0.4,0.00,1.3,875.409,,
2013,-38.3,-38.6,0.5,2.7,285.2,0.4,0.00,1.3,875.862,,
2014,-40.5,-39.2,-1.6,2.7,285.4,0.4,0.00,0.9,876.330,,
2015,-41.0,-39.9,-2.1,2.7,285.5,0.4,0.00,1.3,876.798,,
2016,-44.6,-42.0,-5.7,2.7,285.2,0.4,0.00,1.0,877.266,,
2017,-43.1,-42.9,-4.3,2.7,285.4,0.4,0.00,1.3,877.734,,
2018,-39.8,-42.5,-0.9,2.7,285.3,0.4,0.00,1.2,878.186,,
2019,-41.9,-41.6,-3.0,2.7,285.4,0.4,0.00,-0.2,878.654,,
2020,-43.1,-41.6,-4.3,2.7,285.4,0.4,0.00,1.3,879.122,,
2021,-37.6,-40.9,1.3,2.7,285.4,0.4,0.00,1.2,879.559,,
2022,-43.9,-41.5,-5.0,2.7,285.3,0.4,0.00,0.3,880.027,,
2023,-41.5,-41.0,-2.7,2.7,285.3,0.4,0.00,1.3,880.495,,
2024,-40.3,-41.9,-1.5,2.7,285.1,0.4,0.00,1.3,880.932,,
2025,-44.6,-42.1,-5.7,2.7,285.2,0.4,0.00,0.3,881.400,,
2026,-43.5,-42.8,-4.6,2.7,285.2,0.4,0.00,1.3,881.868,,
2027,-42.1,-43.4,-3.2,2.7,285.2,0.4,0.00,0.6,882.336,,
2028,-40.3,-42.0,-1.4,2.7,285.2,0.4,0.00,1.3,882.804,,
14/11/2019 08:41:24
Probe Amplitude      = 50
Probe Frequency (Hz) = 78.0
Probe Trigger        = 128
Probe Vb             = 7000
Probe DC             = 0
DAS Points           = 100
DAS Rate (Hz)        = 13500
DAS Signal Average   = 3
DAS Gain             = 1
Meas Points          = 10000
Meas Voltage Steps   = 1
Meas WF Average      = 1
Meas Vb+             = 7000
Meas Vb-             = -7000
Meas Delay           = 0
Gradient Required    = 300
Gradient Bounts      = 10
Gradient Large Step  = 5
Gradient Small Step  = 1
Gradient Track Invert= -1










